id, date_creation, titre, adresse1, code_postal, commune
081P0081000824,0001-01-01,FOOTBALL-CLUB DE GUE-DHOSSUS,La heuquette,08230,GUE-DHOSSUS
081P0081000827,0001-01-01,ASSOCIATION DES TRANSPORTEURS ROUTIERS INTERURBAINS DE VOYAGEURS  DES ARDENNES A.R.T.I.V.08 , des autorites admi- nistratives et de tout organisme participant a letude et a lor-",11place de la resistance,
081P0081000830,0001-01-01,SOCIETE DES JEUNES DE WARCQ,Mairie,08000,WARCQ
081P0081000846,0001-01-01,SERVICE DASSISTANCE EN GESTION SOCIALE, de lhy-",101 cours briand,
081P0081000859,0001-01-01,SOCIETE DE CHASSE DE LAIFOUR,Chez monsieur boenard patrice,08800,LAIFOUR
081P0081000864,0001-01-01,CONSEIL LOCAL DES PARENTS DELEVES DES ECOLES PUBLIQUES DE  MAUBERT-FONTAINE,015000,Le pre mouchy,
081P0081000873,0001-01-01,ASSOCIATION DES PROPRIETAIRES POUR LA DEFENSE DES BIENS FONCIERS  DE THIN-LE-MOUTIER,Mairie,08460,THIN-LE-MOUTIER
081P0081000875,0001-01-01,ASSOCIATION DES CO-PROPRIETAIRES DE LIMMEUBLE SITUE 2 RUELLE  DU PRE DU SART A CHARLEVILLE-MEZIERES,2 ruelle du pre du sart,08000,CHARLEVILLE-MEZIERES
081P0081000876,0001-01-01,GYM POUR TOUS,2 rue des aizes,08800,THILAY
081P0081000884,0001-01-01,FOYER SOCIO-EDUCATIF DE LA CITE SCOLAIRE DORZY,Cite scolaire,08500,REVIN
081P0081000894,0001-01-01,S.O.S. CHOMEURS DE GIVET,Mairie,08600,GIVET
081P0081000898,0001-01-01,MOSAIQUES INTERCULTURES,Ancienne mairie,08440,VIVIER-AU-COURT
081P0081000899,0001-01-01,ASSOCIATION DE DEFENSE DES INTERETS COMMUNAUX,014000,,
081P0081000911,0001-01-01,FIDELE-CLUB 4X4, v.l., suivant un itine-",011000
081P0081000926,0001-01-01,ASSOCIATION LOISIRS JEUNESSE NOUZONNAISE,000000,,08700
081P0081000935,0001-01-01,COMITE DEPARTEMENTAL ARDENNAIS DE VOL A MOTEUR,8 rue gouverneur,08440,VIVIER-AU-COURT
081P0081000937,0001-01-01,COMITE LOCAL FRANCE-AMERIQUE LATINE DE MONTHERME,Maison du peuple,08800,MONTHERME
081P0081000947,0001-01-01,LA RAQUETTE AUBRIVOISE,Mairie,08320,AUBRIVES
081P0081000970,0001-01-01,ASSOCIATION INDEPENDANTE DES PARENTS DELEVES DES 2 VIREUX,015005,,08320
081P0081000972,0001-01-01,ARTS DANS LA CITE, expositions,006000,000000
081P0081000976,0001-01-01,"ASSOCIATION DES ANCIENS COMBATTANTS PRISONNIERS DE GUERRE ET  COMBATTANTS DALGERIE,  SURY,038000,000000
081P0081000982,0001-01-01,ANIMACTION,006025,,08000
081P0081000990,0001-01-01,JEUNESSE DE FLIZE,000000,,08160
081P0081001003,0001-01-01,SOCIETE DE CHASSE DES TRIOTS,Rue haute,08000,FAGNON
081P0081001006,0001-01-01,ASSOCIATION DES CHASSEURS DES HAUTES-RIVIERES,1 rue des forges,08800,HAUTES-RIVIERES
081P0081001008,0001-01-01,U.F.O.L.E.P. CLUB CHARLEVILLE-MEZIERES,30 rue voltaire,08000,CHARLEVILLE-MEZIERES
081P0081001009,0001-01-01,ASSOCIATION DES OPTICIENS DES ARDENNES,023000,,08000
081P0081001020,0001-01-01,ASSOCIATION POUR LINFORMATION ET LA DEFENSE DES CONSOMATEURS  SALARIES,21 rue jb. clement,08000,CHARLEVILLE-MEZIERES
081P0081001021,0001-01-01,DEFENSE DES SITES TOURISTIQUES ET DES BOIS COMMUNAUX DANCHAMPS,Mairie,08500,ANCHAMPS
081P0081001025,0001-01-01,ASSOCIATION DES PROPRIETAIRES POUR LE DEFENSE DES BIENS FONCIERS  DOMONT, assurer toutes interventions necessaires et collaborer",Mairie,
081P0081001035,0001-01-01,ARDENNES EVASIONS ESCALADE ET SPORTS EN PLEIN AIR,PLACE DU CIMETIERE,08460,THIN-LE-MOUTIER
081P0081001046,0001-01-01,LES BUTTES DE BEAUREGARD,Mairie,08230,TAILLETTE
081P0081001072,0001-01-01,AIDES CHAMPAGNE-ARDENNE, information et prevention du public sur le syndro-me immunodeficiaire acquis.",44 rue du moulin,
081P0081001074,0001-01-01,THEATRE DE LA RIGOLE,006000,,
081P0081001076,0001-01-01,ASSOCIATION POUR LA DEFENSE DE LHOMME PAR LEXPRESSION,30 rue de la vence,08000,CHARLEVILLE-MEZIERES
081P0081001086,0001-01-01, REFLEXE , afin de les distribuer aux enfants necessiteux des ardennes.",17 rue de la gare,
081P0081001094,0001-01-01,ASSOCIATION DE PECHE ET PISCICULTURE DE ROGISSART A GESPUNSART 08,14 rue jules fuzelier,08700,NOUZONVILLE
081P0081001097,0001-01-01,ASSOCIATION DE CHASSE EN PLAINE DE SIGNY-LABBAYE,Chez monsieur robert michel,08460,SIGNY-LABBAYE
081P0081001100,0001-01-01,ASSOCIATION DES PARENTS DELEVES DE DAMOUZY, classe verte.",Ecole,
081P0081001102,0001-01-01,MOTO-CROSS CLUB DE BOGNY-SUR-MEUSE,Mairie,08120,BOGNY-SUR-MEUSE
081P0081001105,0001-01-01,SECTION LOCALE DES ACCIDENTES DU TRAVAIL ET DES HANDICAPES DE  NOUZONVILLE ET DES ENVIRONS,018015,,08700
081P0081001128,0001-01-01,"MOUVEMENT ARDENNES,015000,,
081P0081001130,0001-01-01,LE VENT DU LARGE, administrer et financer ces sejours.",Ecole a. croizat,
081P0081001135,0001-01-01,FOYER SOCIO-EDUCATIF DU COLLEGE DU BLANC-MARAIS DE RIMOGNE, educatives,015000,000000
081P0081001136,0001-01-01,UNION DES SECRETAIRES TRANSIT-ARDENNES,11 LOTISSEMENT LES BRUYERES,08000,AIGLEMONT
081P0081001137,0001-01-01,CLUB INFORMATIQUE DE JOIGNY-SUR-MEUSE,Mairie,08700,JOIGNY-SUR-MEUSE
081P0081001140,0001-01-01,CLUB INTER-PROFESSIONNEL DES CADRES ARDENNAIS,24 bis rue baron quinart,08000,CHARLEVILLE-MEZIERES
081P0081001148,0001-01-01,FOYER SOCIO-EDUCATIF DU COLLEGE MARCEL GANICHON,College marcel ganichon,08460,SIGNY-LABBAYE
081P0081001150,0001-01-01,ASSOCIATION SPORTIVE ARDENNAISE DU GAZ ET DE LELECTRICITE SECTION DE GIVET A.S.A.G.E.,Electricite et gaz de france,08600,GIVET
081P0081001151,0001-01-01,PING-PONG CLUB ALLOBOIS,011165,,08160
081P0081001155,0001-01-01,SOCIETE COMMUNALE DE CHASSE DE RANCENNES,Mairie,08600,RANCENNES
081P0081001156,0001-01-01,ASSOCIATION DES COMMERCANTS DE LA RUE BOURBON A.C.B.,18 avenue georges corneau,08000,CHARLEVILLE-MEZIERES
081P0081001163,0001-01-01,ASSOCIATION POUR LA PROTECTION DES USAGERS ET DU CADRE RURAL  DHAM-LES-MOINES,Salle des loisirs,08000,HAM-LES-MOINES
081P0081001165,0001-01-01,UNION COMMERCIALE ET ARTISANALE DE MONTHERME,MAIRIE,08800,MONTHERME
081P0081001170,0001-01-01,ASSOCIATION POUR LESSOR ECONOMIQUE DU PLATEAU DE ROCROI,022542,,08230
081P0081001188,0001-01-01,AMICALE LAIQUE DE NOUZONVILLE,002010,,08700
081P0081001198,0001-01-01,JEUNESSE DISSANCOURT,,08440,ISSANCOURT-ET-RUMEL
081P0081001199,0001-01-01,AMICALE DES CHASSEURS DE THIN-LE-MOUTIER,013005,,08460
081P0081001200,0001-01-01,ISSANCOURT-LOISIR,,08440,ISSANCOURT-ET-RUMEL
081P0081001202,0001-01-01,FOYER DES ELEVES DU C.E.S. JULES FERRY,C.e.s. jules ferry,08120,BOGNY-SUR-MEUSE
081P0081001212,0001-01-01,FOOTBALL-CLUB DAIGLEMONT,MAIRIE,08000,AIGLEMONT
081P0081001217,0001-01-01,SOCIETE DE CHASSE DE LA BRIQUETTERIE,007000,,
081P0081001219,0001-01-01,CLUB ATHLETIQUE CAROLOMACERIEN,011020,,08000
081P0081001231,0001-01-01,CHRETIENS DANS LE MONDE RURAL DU DEPARTEMENT DES ARDENNES,040810,,08000
081P0081001239,0001-01-01,ASSOCIATION AGREEE DES PECHEURS DE ROCROI POUR LA PECHE ET LA PROT ECTION DU MILIEU AQUATIQUE,000000,,08230
081P0081001240,0001-01-01,LA VALENNE,014000,,
081P0081001266,0001-01-01,MOHON-SPORTS F.C.,5 rue bizet,08000,CHARLEVILLE-MEZIERES
081P0081001271,0001-01-01,CENTRE DETUDES ET DACTION SOCIALE DES ARDENNES,020000,,
081P0081001275,0001-01-01,GROUPE DE RECHERCHE ARDENNAIS EN PHARMACOLOGIE CLINIQUE,Hopital manchester,08000,CHARLEVILLE-MEZIERES
081P0081001276,0001-01-01,SECTION DEPARTEMENTALE DES ARDENNES DE LASSOCIATION NATIONALE DE  LA POLICE MUNICIPALE, creer un fonds de",Chez monsieur bollich bernard,1 rue des douaires
081P0081001277,0001-01-01,VIVRE A LA CAMPAGNE, developper leducation des milieux ruraux par la creation de",Chez monsieur robert paulet,
081P0081001292,0001-01-01,PHOTON,4 allee des fougeres,08000,MONTCY-NOTRE-DAME
081P0081001297,0001-01-01,ALTERNATIVES AU NUCLEAIRE,024000,,08000
081P0081001298,0001-01-01,COMITE DU TRICENTENAIRE DU RATTACHEMENT DE GIVET A LA FRANCE,010020,,08600
081P0081001315,0001-01-01,"SERVICE DES FAMILLES,000000,,08000
081P0081001318,0001-01-01,AMICALE DES ANCIENS MARINS ET MARINS ANCIENS COMBATTANTS DE REVIN,141 rue danchamps,08500,REVIN
081P0081001331,0001-01-01,PING-PONG CLUB VIVAROIS,Mairie,08440,VIVIER-AU-COURT
081P0081001334,0001-01-01,BUREAU ARDENNAIS DES CLUBS DAQUARIOPHILIE ET DE TERRARIOPHILIE,6 rue des grives,08000,CHARLEVILLE-MEZIERES
081P0081001356,0001-01-01,ESPERANCE SPORTIVE DU LYCEE DENSEIGNEMENT PROFESSIONNEL,L.e.p. rue du bois fortant,08000,CHARLEVILLE-MEZIERES
081P0081001365,0001-01-01,ASSOCIATION SPORTIVE DU COLLEGE DE ROCROI MAUBERT, linitiation et la pratique sportives pour les eleves qui y adherent.",Route de revin,
081P0081001371,0001-01-01,ASSOCIATION DACTION SOCIALE CULTURELLE SPORTIVE ET DE LOISIRS DES PERSONNELS DU MINISTERE DE LAGRICULTURE,000000,,08000
081P0081001379,0001-01-01,COMITE DEPARTEMENTAL DE MOTOCYCLISME DES ARDENNES,19 rue de nouzonville,08000,CHARLEVILLE-MEZIERES
081P0081001382,0001-01-01,ASSOCIATION POUR LE RENOUVEAU DU VERGER ARDENNAIS,017020,,08000
081P0081001400,0001-01-01,AMICALE DES ANCIENS APPRENTIS BOULANGERS ET APPRENTIS PATISSIERS  DU DEPARTEMENT DES ARDENNES,015070,,08000
081P0081001406,0001-01-01,MUSIQUE POUR TOUS,MAIRIE,08460,SIGNY-LABBAYE
081P0081001420,0001-01-01,STOP RACISME,3 avenue charles boutet,08000,CHARLEVILLE-MEZIERES
081P0081001421,0001-01-01,CLUB DE LA JEUNESSE NOHANNAISE,Mairie,08800,THILAY
081P0081001423,0001-01-01,ASSOCIATION SPORTIVE SCOLAIRE U.S.E.P. DE LECOLE DE FROMELENNES,011000,Place de la mairie,
081P0081001431,0001-01-01,ALPINE GORDINI - CLUB DES ARDENNES,53 rue de la ronde couture appt. 45,08000,CHARLEVILLE-MEZIERES
081P0081001443,0001-01-01,UNION VELOCIPEDIQUE SEDAN-ARDENNES-NOUVION-SUR-MEUSE,011180,,08160
081P0081001445,0001-01-01,LIGUE ARDENNAISE CONTRE LA DROGUE,6 PLACE WINSTON CHURCHILL,08000,CHARLEVILLE-MEZIERES
081P0081001460,0001-01-01,ASSOCIATION SPORTS ET LOISIRS,000000,,08000
081P0081001463,0001-01-01,VIBRATIONS,4 rue leon regnier,08000,CHARLEVILLE-MEZIERES
081P0081001466,0001-01-01,COMITE DE COORDINATION POUR LAIDE MENAGERE AUX PERSONES AGEES,Arduinna a2,08000,CHARLEVILLE-MEZIERES
081P0081001469,0001-01-01,FONDATION EUROPEENNE DE GESTION POUR LINFORMATION LA DEFENSE ET  LE DEVELOPPEMENT ECONOMIQUE DES PERSONNES ISOLEES,020000,,
081P0081001477,0001-01-01,ASSOCIATION POUR LA RECHERCHE ET LE DEVELOPPEMENT DE LA DIFFUSION  ET DE LA PROMOTION EUROPEENNES DES ARTS PLASTIQUES,Chez rossbach jean-jacques,08430,GUIGNICOURT-SUR-VENCE
081P0081001494,0001-01-01,ASSOCIATION AGREEE DE HAYBES LA LIBERTE POUR LA PECHE ET LA PROT ECTION DU MILIEU AQUATIQUE,013010,,08170
081P0081001501,0001-01-01,AVENIR SPORTIF DES HAUTES-RIVIERES,Mairie,08800,HAUTES-RIVIERES
081P0081001509,0001-01-01,ASSOCIATION SPORTIVE FEMININE DE LAUNOIS,Mairie,08430,LAUNOIS-SUR-VENCE
081P0081001516,0001-01-01,ASSOCIATION DES PROPRIETAIRES DU RULT DES FOURNEAUX,Mairie,08440,LUMES
081P0081001519,0001-01-01,SUNER-CLUB DE CHARLEVILLE-MEZIERES,007000,43 rue de larquebuse,
081P0081001520,0001-01-01,AMICALE DE LECOLE DARREUX,,08000,ARREUX
081P0081001521,0001-01-01,ALEPH-SEPT,53 rue de la clairiere,08000,CHARLEVILLE-MEZIERES
081P0081001526,0001-01-01,ASSOCIATION POUR LA PROMOTION DENTREPRISES POUR DEFICIENTS  VISUELS EN CHAMPAGNE-ARDENNE,107 avenue charles boutet,08000,CHARLEVILLE-MEZIERES
081P0081001527,0001-01-01,ASSOCIATION SPORTIVE SCOLAIRE U.S.E.P. DE LECOLE DE HARCY,011000,Place saint-martin,
081P0081001546,0001-01-01,GAILART ERIC,organisation de toute manifestation.",,40 rue jean rogissart
081P0081001553,0001-01-01,CENTRE HISTORIQUE ET PEDAGOGIQUE DE LA HORGNE,Mairie,08430,HORGNE
081P0081001558,0001-01-01,CERCLE DE TIR DE LA SEMOY,La forge,08800,THILAY
081P0081001567,0001-01-01,ASSOCIATION ARDENNAISE DES GARDES-PECHES PARTICULIERS,007000,,
081P0081001575,0001-01-01,LES RANDONNEURS DES RIEZES,Chez monsieur richard madoulet,08260,ETEIGNIERES
081P0081001576,0001-01-01,THIN-TENNIS,Mairie,08460,THIN-LE-MOUTIER
081P0081001595,0001-01-01,MEDIATIONS,014000,,
081P0081001603,0001-01-01,ASSOCIATION JEUNES ET LOISIRS MAZUROISE,000000,,08500
081P0081001611,0001-01-01,CLUB DES EXPORTATEURS ARDENNES-EXPORT,022530,,08000
081P0081001619,0001-01-01,ASSOCIATION DES EXPLOITANTS DU PASSAGE REPUBLIQUE, organisation,022535,39-41 rue de la republique
081P0081001662,0001-01-01,COMITE DE DEFENSE DE LENVIRONNEMENT DE PRIX-LES-MEZIERES,000000,,08000
081P0081001667,0001-01-01,COMITE DE SOUTIEN A ROGER MAS,001010,,08000
081P0081001669,0001-01-01,ASSOCIATION DES ELEVES DE LECOLE SUPERIEURE NATIONALE DES ARTS DE LA MARIONNETTE.,45 rue de la republique,08000,CHARLEVILLE-MEZIERES
081P0081001670,0001-01-01,AMICALE DE LA 1E DIVISION FRANCAISE LIBRE SECTION CHAMPAGNE-ARDENNE -MEUSE,000000,,08000
081P0081001674,0001-01-01,AMICALE DES ARDENNES DES CHEMINOTS DONNEURS DE SANG BENEVOLES,Gare s.n.c.f.,08000,CHARLEVILLE-MEZIERES
081P0081001675,0001-01-01,METIS,Chez mme pieters,08700,NEUFMANIL
081P0081001683,0001-01-01,DYNAMIQUE ARDENNES CLUB, bals, randonnees autorandonnees pedestres,etc..."
081P0081001685,0001-01-01,ANIMATION CULTURELLE ET SPORTIVE POUR LES ENFANTS DU CREDIT  AGRICOLE MUTUEL DES ARDENNES,50 avenue forest,08000,CHARLEVILLE-MEZIERES
081P0081001689,0001-01-01,COMPAGNIE DU CARNABOT,1 rue jean zay,08000,CHARLEVILLE-MEZIERES
081P0081001706,0001-01-01,COMITE DES ARDENNES DE HAND-BALL,Maison des federations sportives,08000,CHARLEVILLE-MEZIERES
081P0081001711,0001-01-01,ASSOCIATION SPORTIVE AMADA,Amada s.a.,08000,CHARLEVILLE-MEZIERES
081P0081001718,0001-01-01,ASSOCIATION DES MEDECINS ARDENNAIS POUR LES GARDES ET URGENCES,Domus medica,08000,CHARLEVILLE-MEZIERES
081P0081001747,0001-01-01,AMICALE DU PERSONNEL DE LA COMMUNE DE TOURNES, de la fete de noel,014030,Mairie
081P0081001753,0001-01-01,CENTRE DE RECHERCHES INSTITUTIONNELLES,12 avenue de gaulle,08000,CHARLEVILLE-MEZIERES
081P0081001759,0001-01-01,CLUB CORPORATIF SEFAC MONTHERME,Usine sefac,08800,MONTHERME
081P0081001763,0001-01-01,ARDENNES CENTRE GROS,022530,,08000
081P0081001765,0001-01-01,CERCLE DECHECS DE LA FRANCHEVILLE,Mairie,08510,FRANCHEVILLE
081P0081001769,0001-01-01,FAMILLES RURALES ASSOCIATION DE HANNOGNE-SAINT-MARTIN,Salle de reunions,08160,HANNOGNE-SAINT-MARTIN
081P0081001771,0001-01-01,CLUB DE LAMITIE DE SAINT-NICOLAS,009005,,08230
081P0081001772,0001-01-01,ASSOCIATION DES SECOURISTES ET SAUVETEURS DES P.T.T. DU DEPARTEMEN T DES ARDENNES,020000,,
081P0081001773,0001-01-01,UNION DEPARTEMENTALE DES SAPEURS-POMPIERS DES ARDENNES,038000,,
081P0081001785,0001-01-01,BATTERIE FANFARE MUNICIPALE DE THILAY,Mairie,08800,THILAY
081P0081001789,0001-01-01,ARTS ET LOISIRS,CHEZ MADAME CATHERINE GERNELLE,08170,HAYBES
081P0081001792,0001-01-01,COMITE DACTION SOCIALE DU PERSONNEL COMMUNAL DE LA VILLE DE FUMAY,020000,,
081P0081001802,0001-01-01,LES QUATRE BOULES GIVETOISES,Mairie,08600,GIVET
081P0081001816,0001-01-01,FOOTBALL-CLUB DE MONTCORNET-EN-ARDENNE,Mairie,,MONTCORNET
081P0081001817,0001-01-01,COMPAGNIE DU VIEUX MOULIN,006000,,
081P0081001823,0001-01-01,BATTERIE-FANFARE  LECHO DHARGNIES , patronales",Mairie,
081P0081001833,0001-01-01,CLUB DES SUPPORTERS DU F.C. BOGNY-SUR-MEUSE,Chez monsieur avril cafe des sports,08120,BOGNY-SUR-MEUSE
081P0081001860,0001-01-01,COOPERATIVE SCOLAIRE DU COLLEGE DENSEIGNEMENT SECONDAIRE DE  MONTHERME,015025,,08800
081P0081001866,0001-01-01,BALARD FOOTBALL CLUB,10 rue de tivoli,08000,CHARLEVILLE-MEZIERES
081P0081001900,0001-01-01,UNION SPORTIVE CONFORAMA-PEUGEOT,Garage peugeot,08000,PRIX-LES-MEZIERES
081P0081001904,0001-01-01,COMITE DEPARTEMENTAL DE COORDINATION DACTION SOCIALE ET FAMILIALE,000000,,08000
081P0081001911,0001-01-01,ASSOCIATION DES CLUBS ET EQUIPES DE PREVENTION ARDENNAIS,000000,,08000
081P0081001923,0001-01-01,"ASSOCIATION SPORTS, developpement des activites culturelles",Mairie,
081P0081001930,0001-01-01,ASSOCIATION DES VICTIMES DES ORDURES MENAGERES, traitements,014000,024035
081P0081001931,0001-01-01,JEUNESSE DE RUMIGNY,GRANDE RUE,08290,RUMIGNY
081P0081001936,0001-01-01,SPORTING-CLUB DES ATELIERS DES JANVES,56 rue de la meuse,08120,BOGNY-SUR-MEUSE
081P0081001946,0001-01-01,SOCIETE HIPPIQUE HUMAINE RU ROCHER DE LUF,Rocher de luf,08170,FUMAY
081P0081001947,0001-01-01,CONNAISSANCE DU PAYS DES RIEZES ET DES SARTS,034240,,08230
081P0081001963,0001-01-01,UNION NATIONALE DU SPORT SCOLAIRE DU COLLEGE DE SIGNY-LE-PETIT,Direction departementale de la jeunesse et,08000,CHARLEVILLE-MEZIERES
081P0081001976,0001-01-01,AMICALE PETANQUE DE HAYBES-LA-JOLIE,40 RUE DE LESPERANCE,08170,HAYBES
081P0081001977,0001-01-01,ASSOCIATION SPORTIVE DU COLLEGE JEAN ROGISSART DE NOUZONVILLE,College jean rogissart,08700,NOUZONVILLE
081P0081001988,0001-01-01,FEDERATION DEPARTEMENTALE DES ARDENNES DE LUNION DES VIEUX DE FRA NCE,21 rue jean-baptiste clement,08000,CHARLEVILLE-MEZIERES
081P0081001994,0001-01-01,PING-PONG CLUB AIGLEMONT,Mairie,08000,AIGLEMONT
081P0081002001,0001-01-01,ASSOCIATION SPORTIVE DU COLLEGE DE GIVET,011010,,08600
081P0081002003,0001-01-01,SOCIETE AMICALE DES SAPEURS POMPIERS DE RUMIGNY,Centre de secours,08290,RUMIGNY
081P0081002006,0001-01-01,LES AMIS DE LA MAISON DU PEUPLE,014000,,
081P0081002008,0001-01-01,ASSOCIATION NATIONALE DES PROFESSIONNELS DE LA CHASSE,013005,,08000
081P0081002017,0001-01-01,CARREFOUR FOOTBALL-CLUB,Carrefour route de sedan,08000,VILLERS-SEMEUSE
081P0081002018,0001-01-01,OEUVRES SOCIALES ARDENNAISES,020000,,
081P0081002019,0001-01-01,BALL-TRAP CLUB DE MONTHERME,Mairie,08800,MONTHERME
081P0081002045,0001-01-01,COMITE DEPARTEMENTAL DES ARDENNES DAVIRON,000000,,08000
081P0081002048,0001-01-01,AMICALE DES RETRAITES DU DEPOT DE LUMES,Depot de lumes,08160,NOUVION-SUR-MEUSE
081P0081002050,0001-01-01,AMICALE DU PERSONNEL DU CENTRE F.P.A. DE MONTCY-NOTRE-DAME,014030,,08000
081P0081002053,0001-01-01,UNION COMMERCIALE ARTISANALE ET INDUSTRIELLE DE GIVET,8 rue mehul,08600,GIVET
081P0081002064,0001-01-01,CLUB DU 3E AGE DE THIN-LE-MOUTIER,009040,,08460
081P0081002065,0001-01-01,ASSOCIATION DE CHASSE AU BOIS DE MAUBERT-FONTAINE,,08150,ECHELLE
081P0081002082,0001-01-01,A.S. ANIMATION MODE ET SPECTACLES, prestations de service. la vocation de a.s. animation,005000,005010
081P0081002085,0001-01-01,ASSOCIATION ETUDES ET CONSOMMATION C.F.D.T. DE CHAMPAGNE-ARDENNE,21 rue jean-baptiste clement,08000,CHARLEVILLE-MEZIERES
081P0081002094,0001-01-01,LE CRETON CULTURE RECHERCHE EXPRESSION TENTACULAIRE ONIRIQUE NAR CISSIQUE, theIDtre,006000,000000
081P0081002095,0001-01-01,SOCIETE DE CHASSE  LA GRIVE  DETEIGNIERES,Chez thevenin noel,08260,ETEIGNIERES
081P0081002108,0001-01-01,DROSERA,13 rue jean rogissart,08000,VILLERS-SEMEUSE
081P0081002110,0001-01-01,LA MATONNIERE, protection des milieux aquatiques,013010,Mairie
081P0081002119,0001-01-01,GROUPE SPORTIF DU CREDIT LYONNAIS, gymnastique volontaire, cyclotourisme, athletisme et ski."
081P0081002127,0001-01-01,LE STADE VIVAROIS,011065,,08440
081P0081002134,0001-01-01,CLUB BOULISTE REVINOIS,Mairie,08500,REVIN
081P0081002154,0001-01-01,COMITE DE DEFENSE CONTRE LA POLLUTION ET LE BRUIT, bruits provenant de jour et de nuit dusines situees",33 rue des manises,
081P0081002169,0001-01-01,ASSOCIATION SPORTS ET LOISIRS PROMECAM SISSON-LEHMANN,24 rue camille didier,08000,CHARLEVILLE-MEZIERES
081P0081002186,0001-01-01,UNION COMMERCIALE ET ARTISANALE DE SIGNY-LABBAYE,000000,,08460
081P0081002205,0001-01-01,GROUPEMENT DACHATS ARDENNAIS DES PERSONNELS DE LEDUCATION NATION ALE FEDERATION DE LEDUCATION NATIONALE.,000000,,
081P0081002216,0001-01-01,SOCIETE CULTURELLE ITALIENNE DANTE ALIGHIERI SECTION ANDRE ET LUCI ENNE LEBON, la litterature et la civilisation italiennessans aucune distinction dordre politique religieux ou racial.",5 rue jean moulin,
081P0081002220,0001-01-01,ANCIENS COMBATTANTS DE ROCROI,Mairie,08230,ROCROI
081P0081002242,0001-01-01,ASSOCIATION DINFORMATION DES ANCIENS D.P.I.,I.f.t.s.,08000,CHARLEVILLE-MEZIERES
081P0081002246,0001-01-01,COMITE DEPARTEMENTAL DATHLETISME DES ARDENNES,011000,,
081P0081002253,0001-01-01, STROMBOLI MOTO-CLUB ,Chez monsieur jacky gomes,08000,CHARLEVILLE-MEZIERES
081P0081002261,0001-01-01,IMAGINE 2001,000000,,
081P0081002263,0001-01-01,ASSOCIATION DES AMOUREUX DES MUSIQUES ETERNELLES,Chez madame richez christine,08000,AYVELLES
081P0081002298,0001-01-01,AIDE MEDICALE ARDENNAISE A LAFRIQUE,4 rue de lepargne,08000,CHARLEVILLE-MEZIERES
081P0081002317,0001-01-01,CLUB ATHLETIQUE DE MONTHERME,Mairie,08800,MONTHERME
081P0081002320,0001-01-01,SAINT-REMI SPORTIF, hand-ball,000000,6 place winston churchill
081P0081002326,0001-01-01,LA NUTOISE,21 rue du nichet,08600,FROMELENNES
081P0081002327,0001-01-01,COMITE DORGANISATION DES FETES PATRONALES DISSANCOURT ET DE  RUMEL,Mairie,08440,ISSANCOURT-ET-RUMEL
081P0081002328,0001-01-01,ARDAM VOLLEY-BALL,Etablissement ardam,08500,REVIN
081P0081002339,0001-01-01,AMICALE DES SAPEURS-POMPIERS DE ROCROI,000000,,08230
081P0081002341,0001-01-01,SYNDICAT DINITIATIVE DE MONTHERME ET ENVIRONS,Mairie,08800,MONTHERME
081P0081002352,0001-01-01,RESTAURANT ADMINISTRATIF DU PERSONNEL DES P.T.T.,000000,,
081P0081002360,0001-01-01,ASSOCIATION DES LAUREATS DU PRIX ROGISSART DECERNE PAR LACADEMIE  DES SCIENCES,53 rue de la clairiere,08000,CHARLEVILLE-MEZIERES
081P0081002365,0001-01-01,ASSOCIATION PLUME,Salle polyvalente,08600,CHOOZ
081P0081002381,0001-01-01,UNION FELINE INDEPENDANTE CHAMPAGNE-ARDENNE,40 ROUTE DE TERRON,08430,POIX-TERRON
081P0081002387,0001-01-01,CHORUS,4 rue docteur e. baudoin,08000,CHARLEVILLE-MEZIERES
081P0081002389,0001-01-01,ASSOCIATION DES USAGERS DU CENTRE VILLE DE CHARLEVILLE, commercants,000000,000000
081P0081002392,0001-01-01,VIVRE EN B.C.D.,000000,Ecoles primaire et maternelle,
081P0081002403,0001-01-01,ASSOCIATION TOURNES PETANQUE, mener toute action propre a developper et promouvoir les activites de loisir de la jeunesse.",Mairie,
081P0081002416,0001-01-01,PROJET JEUNES,Mairie de givet,08600,GIVET
081P0081002422,0001-01-01,LES PETITS LOUPS PIXIENS, sports..",Ecole primaire,56 route nationale
081P0081002436,0001-01-01,S.O.S. ENVIRONNEMENT MAZUROIS COMITE ANTI POUBELLE NUCLEAIRE, contre le recyclage et le stockage souterrain des de chets.",Chez madame elisabeth bonillo,19 route de revin
081P0081002439,0001-01-01,BOWLING-CLUB DU CLAIR DE LUMES,000000,,08440
081P0081002478,0001-01-01,SUPPORTER-CLUB DE LOLYMPIQUE DE CHARLEVILLE,61 avenue du petit bois,08000,CHARLEVILLE-MEZIERES
081P0081002483,0001-01-01,LA JEUNESSE AU PLEIN AIR COMITE DES ARDENNES,INSPECTION ACADEMIQUE,08000,CHARLEVILLE-MEZIERES
081P0081002486,0001-01-01,RADIO AMBIANCE, location.",Jardins du moulinet,
081P0081002492,0001-01-01,FRANCE PLUS ARDENNES, education,000000,14 avenue du marechal leclerc
081P0081002503,0001-01-01,ASSOCIATION POUR LA PROTECTION ET LA DEFENSE DE LENVIRONNEMENT DE LA VALLEE DE LA VENCE,000000,,08430
081P0081002509,0001-01-01,ECOLE DE FOOTBALL DE BOUTANCOURT, etrepigny ,000000,Mairie
